match_id,t1_win,avg_10_t1_Hero_Damage_Done,avg_10_t1_Final_Blows,avg_10_t1_Healing_done,avg_10_t1_Deaths,avg_10_t2_Hero_Damage_done,avg_10_t2_Final_Blows,avg_10_t2_Healing_done,avg_10_t2_Deaths
34778,1,3551.7676238042864,4.234246240442882,2059.801010358723,1.8358270413109001,3108.2383690952574,1.8358270413109001,1727.4518247566184,4.323076581151475
34779,0,2813.100423838449,2.7001808861406986,1733.2562967557062,3.58884801322498,3306.654161386265,3.5204890034492657,1732.6894604123784,2.7685398959164127
34780,0,3791.8441978198557,3.2443289952211694,2402.4025021807142,3.5790613518709726,4188.978346958034,3.501815423413326,2339.7257957340357,3.2958262808596004
34781,1,3693.557052907646,3.4621981056765856,1946.2657307339596,2.4884548884550464,3204.7988159267934,2.4884548884550464,1945.0762406390022,3.543343373778381
34782,0,3564.4790612860247,3.3014411811225526,1802.6922859385213,3.802133682525025,3399.8746543329507,3.7551937605185435,2087.0165260235253,3.3483811031290345
34783,0,3330.1962225627058,2.9264378449102266,1779.467866840389,4.207949842354574,3591.947249069561,4.169695752878624,1938.6918978157944,2.9455648896482023
34791,1,3776.385729568269,3.679405909991607,1916.3664415245632,2.4850437821409286,3172.4301085448437,2.4465159715651,1995.4829291295978,3.7564615311432634
34792,0,3654.27043900542,3.066780491976417,2149.7148132357906,2.8682119709131957,3517.184002707146,2.7358329568710484,2222.092116116904,3.17709633701154
34793,0,3131.1730799227735,2.4138171635621797,1837.7393446666122,2.921989197996323,3198.881558572786,2.858467693692055,1864.8459593471005,2.4773386678664475
34801,1,3729.0781451675466,3.7947411010720846,1985.5115376703495,2.8989867639091464,3446.6414046084956,2.866413878921403,1975.831553290115,3.8110275435659564
34802,1,4209.767171952187,4.535750115305945,2102.8933663643174,2.0819836594846963,3191.058977399251,2.0819836594846963,2136.1851230748794,4.572928394939602
34803,1,3622.7170402936686,3.15878620447979,1920.5358361313176,3.1169479766058856,3683.0503966067945,3.0332715208580767,1951.2973106708887,3.2633817741645514
34804,0,2978.237385559912,1.7333942198742875,2111.7605070983655,4.683205436151584,4004.517986542485,4.652795011241508,1859.0619763130885,1.8246254946045133
34805,1,3394.8376221516596,4.017308306249992,2121.411187882621,2.839300607424806,3529.995222724995,2.688273979370295,1520.8152236505816,4.258950911137209
34806,1,3383.5784840485435,3.479680738552475,1766.3184969739207,2.591251613815673,3296.221073134295,2.541894440219184,1741.5126786080518,3.529037912148964
34807,0,3383.877701891619,2.8034886778788684,1917.7388048518455,3.6133854070438747,3632.880506114863,3.5199357844479127,1834.6811449346621,2.8346385520775224
34808,1,3669.7355671061473,3.0078704639054505,2216.252371624831,3.327547518040329,3882.930784951047,3.16770899097289,1979.7686108576834,3.1095858902210938
34809,1,3403.426622594441,3.221822564039837,2196.000635799877,2.8547794871239067,3877.618190888113,2.8343882050730214,1847.6703016421197,3.3033876922433776
34810,0,3380.5143924188424,1.7168196401789582,1817.4247604720106,4.373031158946403,4158.500820555771,4.308245512147197,2259.528866547757,1.7168196401789582
34811,0,3118.3541266677885,1.134873752475759,1369.9084119083086,6.2418056386166745,4056.951718714067,6.190220468049595,2145.8599234067487,1.134873752475759
34812,1,3535.092572687644,3.4605363811926453,1811.4820755062522,2.785309770228227,3712.8047262138816,2.7009064438576744,1939.1103088219215,3.573074149686715
